instance_name,type,num,created_at,n,R,seed,num_anchors,alpha,edge_density,pH2,max_coord_tries,max_tries_H2,infeas_strategy,infeas_base,box_scale
infeas_43,infeasible,43,2026-08-18T22:41:26,20,100,43,0,0.01,,,,300,bounding_box,globally_rigid,0.75
infeas_44,infeasible,44,2026-08-18T22:41:26,20,100,44,0,0.01,,,,300,bounding_box,globally_rigid,0.75
infeas_45,infeasible,45,2026-08-18T22:41:26,20,100,45,0,0.01,,,,300,bounding_box,globally_rigid,0.75
infeas_46,infeasible,46,2026-08-18T22:41:26,20,100,46,0,0.01,,,,300,vertex_contraction,globally_rigid,0.75
infeas_47,infeasible,47,2026-08-18T22:41:26,20,100,47,0,0.01,,,,300,vertex_contraction,globally_rigid,0.75
infeas_48,infeasible,48,2026-08-18T22:41:26,20,100,48,0,0.01,,,,300,vertex_contraction,globally_rigid,0.75
infeas_49,infeasible,49,2026-08-18T22:41:26,20,100,49,0,0.01,,,,300,vertex_contraction,globally_rigid,0.75
infeas_50,infeasible,50,2026-08-18T22:41:26,20,100,50,0,0.01,,,,300,vertex_contraction,globally_rigid,0.75
infeas_51,infeasible,51,2026-08-18T22:41:26,100,100,51,0,0.01,,,,300,bounding_box,globally_rigid,0.75
infeas_52,infeasible,52,2026-08-18T22:41:26,100,100,52,0,0.01,,,,300,bounding_box,globally_rigid,0.75
infeas_53,infeasible,53,2026-08-18T22:41:26,100,100,53,0,0.01,,,,300,bounding_box,globally_rigid,0.75
infeas_54,infeasible,54,2026-08-18T22:41:26,100,100,54,0,0.01,,,,300,bounding_box,globally_rigid,0.75
infeas_55,infeasible,55,2026-08-18T22:41:26,100,100,55,0,0.01,,,,300,bounding_box,globally_rigid,0.75
infeas_56,infeasible,56,2026-08-18T22:41:26,100,100,56,0,0.01,,,,300,vertex_contraction,globally_rigid,0.75
infeas_57,infeasible,57,2026-08-18T22:41:26,100,100,57,0,0.01,,,,300,vertex_contraction,globally_rigid,0.75
infeas_58,infeasible,58,2026-08-18T22:41:26,100,100,58,0,0.01,,,,300,vertex_contraction,globally_rigid,0.75
infeas_59,infeasible,59,2026-08-18T22:41:26,100,100,59,0,0.01,,,,300,vertex_contraction,globally_rigid,0.75
infeas_60,infeasible,60,2026-08-18T22:41:26,100,100,60,0,0.01,,,,300,vertex_contraction,globally_rigid,0.75
infeas_61,infeasible,61,2026-08-18T22:41:26,20,100,61,3,0.01,,,,300,bounding_box,globally_rigid,0.75
infeas_62,infeasible,62,2026-08-18T22:41:26,20,100,62,3,0.01,,,,300,bounding_box,globally_rigid,0.75
infeas_63,infeasible,63,2026-08-18T22:41:26,20,100,63,3,0.01,,,,300,bounding_box,globally_rigid,0.75
infeas_64,infeasible,64,2026-08-18T22:41:26,20,100,64,3,0.01,,,,300,bounding_box,globally_rigid,0.75
infeas_65,infeasible,65,2026-08-18T22:41:26,20,100,65,3,0.01,,,,300,bounding_box,globally_rigid,0.75
infeas_66,infeasible,66,2026-08-18T22:41:27,20,100,66,3,0.01,,,,300,vertex_contraction,globally_rigid,0.75
infeas_67,infeasible,67,2026-08-18T22:41:27,20,100,67,3,0.01,,,,300,vertex_contraction,globally_rigid,0.75
infeas_68,infeasible,68,2026-08-18T22:41:27,20,100,68,3,0.01,,,,300,vertex_contraction,globally_rigid,0.75
infeas_69,infeasible,69,2026-08-18T22:41:27,20,100,69,3,0.01,,,,300,vertex_contraction,globally_rigid,0.75
infeas_70,infeasible,70,2026-08-18T22:41:27,20,100,70,3,0.01,,,,300,vertex_contraction,globally_rigid,0.75
infeas_71,infeasible,71,2026-08-18T22:41:27,100,100,71,3,0.01,,,,300,bounding_box,globally_rigid,0.75
infeas_72,infeasible,72,2026-08-18T22:41:27,100,100,72,3,0.01,,,,300,bounding_box,globally_rigid,0.75
infeas_73,infeasible,73,2026-08-18T22:41:27,100,100,73,3,0.01,,,,300,bounding_box,globally_rigid,0.75
infeas_74,infeasible,74,2026-08-18T22:41:27,100,100,74,3,0.01,,,,300,bounding_box,globally_rigid,0.75
infeas_75,infeasible,75,2026-08-18T22:41:27,100,100,75,3,0.01,,,,300,bounding_box,globally_rigid,0.75
infeas_76,infeasible,76,2026-08-18T22:41:27,100,100,76,3,0.01,,,,300,vertex_contraction,globally_rigid,0.75
infeas_77,infeasible,77,2026-08-18T22:41:27,100,100,77,3,0.01,,,,300,vertex_contraction,globally_rigid,0.75
infeas_78,infeasible,78,2026-08-18T22:41:27,100,100,78,3,0.01,,,,300,vertex_contraction,globally_rigid,0.75
infeas_79,infeasible,79,2026-08-18T22:41:27,100,100,79,3,0.01,,,,300,vertex_contraction,globally_rigid,0.75
infeas_80,infeasible,80,2026-08-18T22:41:27,100,100,80,3,0.01,,,,300,vertex_contraction,globally_rigid,0.75
